,LEAP_ID,EmbeddingMethod,Silhouette,ARI_with_stamp,NMI_with_stamp,ARI_with_miso_hne,NMI_with_miso_hne,ARI_with_miso,NMI_with_miso
181,LEAP-041B,miso_hne,0.08302639,0.051063456563181904,0.1931278911245315,,0.537694531299257,0.2933888522160636,0.537694531299257
182,LEAP-041B,miso,0.06486181,0.12841730800460374,0.3611918217930394,,,,
183,LEAP-042A,uni,0.033263594,0.12968830596969283,0.3168798239043021,0.25972461798469343,0.42497731389928767,0.2621374016855223,0.42497731389928767
184,LEAP-042A,miso_hne,0.04777957,0.09777436419959502,0.29888535261131455,,0.5664939835113579,0.3964035044664246,0.5664939835113579
185,LEAP-042A,miso,0.03982677,0.12351188031698887,0.4046140125057662,,,,
186,LEAP-042B,uni,0.03420138,0.09379415917724943,0.23341606030677128,0.12531388036082508,0.2534118091464586,0.11512692194115831,0.2534118091464586
187,LEAP-042B,miso_hne,0.041316316,0.10348029079780387,0.2858464356944649,,0.48477674711474233,0.2985657436580654,0.48477674711474233
188,LEAP-042B,miso,0.02699415,0.19875498739584507,0.41503835541076395,,,,
189,LEAP-044A,uni,0.021234222,0.05615920755317589,0.11881680413163477,0.14361645069694448,0.2682041928567252,0.12139377172823826,0.2682041928567252
190,LEAP-044A,miso_hne,0.055334933,0.06599333571948585,0.17209644205614075,,0.5319966925961965,0.35681025758486246,0.5319966925961965
191,LEAP-044A,miso,0.020638904,0.16098484298175345,0.31338753860607277,,,,
192,LEAP-044B,uni,0.046794966,0.07831731241105842,0.1957468123161727,0.19672079050702831,0.33604649922857943,0.15239733929542623,0.33604649922857943
193,LEAP-044B,miso_hne,0.058436785,0.09175962382652517,0.2818565723390204,,0.4760186106702349,0.22497067959901704,0.4760186106702349
194,LEAP-044B,miso,0.055148523,0.2897132837132946,0.4616138378295418,,,,
195,LEAP-046A,uni,0.02822254,0.16256383754335973,0.23026268358828061,0.14816398496005717,0.30087757810166893,0.16516082061364254,0.30087757810166893
196,LEAP-046A,miso_hne,0.068456486,0.13853889568458583,0.3195949416631088,,0.6205024863642955,0.43526083552347644,0.6205024863642955
197,LEAP-046A,miso,0.06340347,0.1781647114483658,0.39255593707837777,,,,
198,LEAP-046B,uni,0.0507803,0.13233992827330054,0.18493448630859355,0.31169798190411213,0.45527371390994553,0.2546189444245243,0.45527371390994553
199,LEAP-046B,miso_hne,0.092064306,0.1426909041337897,0.2761584660111916,,0.6837442362730065,0.5263474343294503,0.6837442362730065
200,LEAP-046B,miso,0.030074613,0.1649737377629839,0.3402100526507294,,,,
201,LEAP-047B,uni,0.029894827,0.13204258112588968,0.24656325418490826,0.20404100871275124,0.3449039498565544,0.20721235807453506,0.3449039498565544
202,LEAP-047B,miso_hne,0.07601937,0.14615977573720812,0.3366663742183392,,0.66393406695386,0.5427967738578113,0.66393406695386
203,LEAP-047B,miso,0.042085096,0.1771865410290523,0.40177532851107245,,,,
